,carat,cut,cut_ord,color,clarity,clarity_ord,Price,RECAP Price,,,,
963,0.9,Premium,4,E,SI2,2,"3,843.10",3843.1,,,,
964,0.9,Premium,4,E,VS2,5,"5,205.10",5205.1,,,,
1341,0.9,Premium,4,D,SI2,2,"3,843.10",3843.1,,,,
1573,0.9,Premium,4,G,VS2,5,"5,205.10",5205.1,,,,
1597,0.9,Premium,4,H,I1,1,"3,389.10",3389.1,,,,
1635,0.9,Premium,4,E,SI1,3,"4,297.10",4297.1,,,,
2123,0.9,Premium,4,E,SI1,3,"4,297.10",4297.1,,,,
2320,0.9,Premium,4,H,SI1,3,"4,297.10",4297.1,,,,
2572,0.9,Premium,4,E,SI1,3,"4,297.10",4297.1,,,,
2607,0.9,Premium,4,H,VS2,5,"5,205.10",5205.1,,,,
2634,0.9,Premium,4,H,VS1,4,"4,751.10",4751.1,,,,
2863,0.9,Premium,4,J,SI1,3,"4,297.10",4297.1,,,,
30,0.9,Very Good,3,G,VS2,5,"5,047.00",5047,,,,
204,0.9,Very Good,3,I,VVS1,7,"5,955.00",5955,,,,
206,0.9,Very Good,3,G,VS2,5,"5,047.00",5047,,,,
220,0.9,Very Good,3,I,VS2,5,"5,047.00",5047,,,,
298,0.9,Very Good,3,H,SI2,2,"3,685.00",3685,,,,
301,0.9,Very Good,3,H,VS1,4,"4,593.00",4593,,,,
358,0.9,Very Good,3,J,VS1,4,"4,593.00",4593,,,,
478,0.9,Very Good,3,E,SI1,3,"4,139.00",4139,,,,
577,0.9,Very Good,3,F,SI2,2,"3,685.00",3685,,,,
592,0.9,Very Good,3,F,SI2,2,"3,685.00",3685,,,,
628,0.9,Very Good,3,E,SI1,3,"4,139.00",4139,,,,
724,0.9,Very Good,3,F,SI1,3,"4,139.00",4139,,,,
1247,0.9,Very Good,3,H,SI1,3,"4,139.00",4139,,,,
1428,0.9,Very Good,3,G,VVS2,6,"5,501.00",5501,,,,
1462,0.9,Very Good,3,F,VS2,5,"5,047.00",5047,,,,
1605,0.9,Very Good,3,J,VS2,5,"5,047.00",5047,,,,
1606,0.9,Very Good,3,E,SI1,3,"4,139.00",4139,,,,
1627,0.9,Very Good,3,H,SI2,2,"3,685.00",3685,,,,
1960,0.9,Very Good,3,F,VS1,4,"4,593.00",4593,,,,
2025,0.9,Very Good,3,E,SI1,3,"4,139.00",4139,,,,
2355,0.9,Very Good,3,H,VS1,4,"4,593.00",4593,,,,
2424,0.9,Very Good,3,D,SI2,2,"3,685.00",3685,,,,
2519,0.9,Very Good,3,I,SI1,3,"4,139.00",4139,,,,
2560,0.9,Very Good,3,G,SI2,2,"3,685.00",3685,,,,
2738,0.9,Very Good,3,E,VS1,4,"4,593.00",4593,,,,
2788,0.9,Very Good,3,F,SI2,2,"3,685.00",3685,,,,
2875,0.9,Very Good,3,F,SI1,3,"4,139.00",4139,,,,
69,0.9,Good,2,D,SI2,2,"3,526.90",3526.9,,,,
460,0.9,Good,2,H,VS2,5,"4,888.90",4888.9,,,,
526,0.9,Good,2,D,SI1,3,"3,980.90",3980.9,,,,
773,0.9,Good,2,D,SI2,2,"3,526.90",3526.9,,,,
932,0.9,Good,2,G,SI1,3,"3,980.90",3980.9,,,,
982,0.9,Good,2,H,SI2,2,"3,526.90",3526.9,,,,
1111,0.9,Good,2,G,VS2,5,"4,888.90",4888.9,,,,
1256,0.9,Good,2,I,VS2,5,"4,888.90",4888.9,,,,
1337,0.9,Good,2,E,SI1,3,"3,980.90",3980.9,,,,
1358,0.9,Good,2,E,SI1,3,"3,980.90",3980.9,,,,
1572,0.9,Good,2,F,SI2,2,"3,526.90",3526.9,,,,
1588,0.9,Good,2,E,SI1,3,"3,980.90",3980.9,,,,
1765,0.9,Good,2,F,SI1,3,"3,980.90",3980.9,,,,
1914,0.9,Good,2,H,SI1,3,"3,980.90",3980.9,,,,
2004,0.9,Good,2,D,SI1,3,"3,980.90",3980.9,,,,
2012,0.9,Good,2,D,VS2,5,"4,888.90",4888.9,,,,
2250,0.9,Good,2,I,SI2,2,"3,526.90",3526.9,,,,
2417,0.9,Good,2,E,SI2,2,"3,526.90",3526.9,,,,
2539,0.9,Good,2,F,SI1,3,"3,980.90",3980.9,,,,
2814,0.9,Good,2,G,SI1,3,"3,980.90",3980.9,,,,
1073,0.9,Fair,1,F,SI1,3,"3,822.80",3822.8,,,,
2067,0.9,Fair,1,H,VS2,5,"4,730.80",4730.8,,,,
2678,0.9,Fair,1,E,I1,1,"2,914.80",2914.8,,,,
22,0.89,Premium,4,G,SI1,3,"4,212.97",4212.97,,,,
307,0.86,Premium,4,F,SI2,2,"3,506.58",3506.58,,,,
2917,0.86,Good,2,G,SI2,2,"3,190.38",3190.38,,,,
249,0.85,Ideal,5,E,VS1,4,"4,488.55",4488.55,,,,
159,0.85,Premium,4,D,SI2,2,"3,422.45",3422.45,,,,
707,0.85,Premium,4,I,I1,1,"2,968.45",2968.45,,,,
509,0.85,Fair,1,H,I1,1,"2,494.15",2494.15,,,,
1554,0.85,Fair,1,I,SI1,3,"3,402.15",3402.15,,,,
1615,0.84,Ideal,5,J,SI1,3,"3,950.42",3950.42,,,,
2299,0.84,Ideal,5,J,VS2,5,"4,858.42",4858.42,,,,
1323,0.84,Very Good,3,G,VS2,5,"4,542.22",4542.22,,,,
1252,0.84,Good,2,G,VS2,5,"4,384.12",4384.12,,,,
2038,0.84,Good,2,G,SI1,3,"3,476.12",3476.12,,,,
671,0.83,Ideal,5,F,SI1,3,"3,866.29",3866.29,,,,
1034,0.83,Ideal,5,H,SI2,2,"3,412.29",3412.29,,,,
1580,0.83,Ideal,5,I,SI2,2,"3,412.29",3412.29,,,,
2701,0.83,Ideal,5,G,VS1,4,"4,320.29",4320.29,,,,
2300,0.83,Premium,4,J,SI1,3,"3,708.19",3708.19,,,,
2987,0.83,Premium,4,H,SI1,3,"3,708.19",3708.19,,,,
698,0.83,Very Good,3,J,VS2,5,"4,458.09",4458.09,,,,
889,0.83,Very Good,3,F,VS1,4,"4,004.09",4004.09,,,,
243,0.82,Ideal,5,E,SI2,2,"3,328.16",3328.16,,,,
812,0.82,Ideal,5,D,VS2,5,"4,690.16",4690.16,,,,
2214,0.82,Ideal,5,H,VVS1,7,"5,598.16",5598.16,,,,
2337,0.82,Ideal,5,F,SI2,2,"3,328.16",3328.16,,,,
2853,0.82,Ideal,5,I,SI1,3,"3,782.16",3782.16,,,,
712,0.82,Premium,4,G,SI2,2,"3,170.06",3170.06,,,,
395,0.82,Very Good,3,F,VVS2,6,"4,827.96",4827.96,,,,
954,0.82,Very Good,3,D,SI1,3,"3,465.96",3465.96,,,,
2620,0.82,Good,2,J,SI1,3,"3,307.86",3307.86,,,,
378,0.81,Ideal,5,F,VS1,4,"4,152.03",4152.03,,,,
705,0.81,Ideal,5,E,VS2,5,"4,606.03",4606.03,,,,
861,0.81,Ideal,5,E,VS2,5,"4,606.03",4606.03,,,,
971,0.81,Ideal,5,E,SI2,2,"3,244.03",3244.03,,,,
1829,0.81,Ideal,5,F,VS2,5,"4,606.03",4606.03,,,,
1947,0.81,Ideal,5,J,VS2,5,"4,606.03",4606.03,,,,
856,0.81,Premium,4,G,SI1,3,"3,539.93",3539.93,,,,
1622,0.81,Premium,4,I,VVS2,6,"4,901.93",4901.93,,,,
1964,0.81,Premium,4,H,SI2,2,"3,085.93",3085.93,,,,
2061,0.81,Premium,4,D,SI1,3,"3,539.93",3539.93,,,,
2665,0.81,Premium,4,E,SI2,2,"3,085.93",3085.93,,,,
2897,0.81,Premium,4,G,VS1,4,"3,993.93",3993.93,,,,
323,0.81,Very Good,3,G,SI2,2,"2,927.83",2927.83,,,,
398,0.81,Very Good,3,J,SI1,3,"3,381.83",3381.83,,,,
715,0.8,Ideal,5,H,VS2,5,"4,521.90",4521.9,,,,
957,0.8,Ideal,5,F,VS2,5,"4,521.90",4521.9,,,,
1048,0.8,Ideal,5,F,VS2,5,"4,521.90",4521.9,,,,
1850,0.8,Ideal,5,H,SI1,3,"3,613.90",3613.9,,,,
2221,0.8,Ideal,5,D,SI1,3,"3,613.90",3613.9,,,,
2990,0.8,Ideal,5,E,VVS2,6,"4,975.90",4975.9,,,,
760,0.8,Premium,4,E,SI1,3,"3,455.80",3455.8,,,,
1396,0.8,Premium,4,F,SI2,2,"3,001.80",3001.8,,,,
70,0.8,Very Good,3,F,VS2,5,"4,205.70",4205.7,,,,
122,0.8,Very Good,3,F,VS1,4,"3,751.70",3751.7,,,,
404,0.8,Very Good,3,F,VS2,5,"4,205.70",4205.7,,,,
792,0.8,Very Good,3,F,SI1,3,"3,297.70",3297.7,,,,
986,0.8,Very Good,3,D,SI1,3,"3,297.70",3297.7,,,,
1689,0.8,Very Good,3,J,VS1,4,"3,751.70",3751.7,,,,
2194,0.8,Very Good,3,H,VS2,5,"4,205.70",4205.7,,,,
1983,0.8,Good,2,G,VS2,5,"4,047.60",4047.6,,,,
1993,0.8,Fair,1,G,SI2,2,"2,527.50",2527.5,,,,
192,0.79,Ideal,5,F,SI1,3,"3,529.77",3529.77,,,,
1604,0.79,Ideal,5,G,SI1,3,"3,529.77",3529.77,,,,
1871,0.79,Ideal,5,F,SI1,3,"3,529.77",3529.77,,,,
2008,0.79,Ideal,5,F,SI2,2,"3,075.77",3075.77,,,,
2902,0.79,Ideal,5,I,VS1,4,"3,983.77",3983.77,,,,
27,0.79,Premium,4,F,SI1,3,"3,371.67",3371.67,,,,
795,0.79,Premium,4,H,SI1,3,"3,371.67",3371.67,,,,
1305,0.79,Premium,4,D,SI1,3,"3,371.67",3371.67,,,,
1059,0.79,Very Good,3,I,SI1,3,"3,213.57",3213.57,,,,
1178,0.79,Very Good,3,F,SI1,3,"3,213.57",3213.57,,,,
1223,0.79,Very Good,3,E,SI2,2,"2,759.57",2759.57,,,,
1747,0.79,Very Good,3,D,VS1,4,"3,667.57",3667.57,,,,
1766,0.79,Very Good,3,E,VS2,5,"4,121.57",4121.57,,,,
2436,0.79,Very Good,3,J,VS2,5,"4,121.57",4121.57,,,,
2820,0.79,Very Good,3,I,SI1,3,"3,213.57",3213.57,,,,
2975,0.79,Good,2,I,VS2,5,"3,963.47",3963.47,,,,
74,0.78,Ideal,5,H,SI2,2,"2,991.64",2991.64,,,,
318,0.78,Ideal,5,F,SI1,3,"3,445.64",3445.64,,,,
512,0.78,Ideal,5,H,SI1,3,"3,445.64",3445.64,,,,
1504,0.78,Ideal,5,F,SI1,3,"3,445.64",3445.64,,,,
1884,0.78,Ideal,5,F,VS2,5,"4,353.64",4353.64,,,,
2173,0.78,Ideal,5,G,SI1,3,"3,445.64",3445.64,,,,
2365,0.78,Ideal,5,H,VVS2,6,"4,807.64",4807.64,,,,
2441,0.78,Premium,4,F,SI2,2,"2,833.54",2833.54,,,,
1570,0.78,Very Good,3,I,SI1,3,"3,129.44",3129.44,,,,
1330,0.78,Good,2,J,SI1,3,"2,971.34",2971.34,,,,
2121,0.78,Good,2,F,VS1,4,"3,425.34",3425.34,,,,
2767,0.78,Fair,1,G,SI2,2,"2,359.24",2359.24,,,,
128,0.77,Ideal,5,D,SI1,3,"3,361.51",3361.51,,,,
455,0.77,Ideal,5,J,VS2,5,"4,269.51",4269.51,,,,
2171,0.77,Ideal,5,H,VS2,5,"4,269.51",4269.51,,,,
290,0.77,Premium,4,I,SI1,3,"3,203.41",3203.41,,,,
2265,0.77,Premium,4,J,VS2,5,"4,111.41",4111.41,,,,
2697,0.77,Premium,4,E,SI1,3,"3,203.41",3203.41,,,,
874,0.77,Very Good,3,H,SI1,3,"3,045.31",3045.31,,,,
2869,0.77,Good,2,D,SI2,2,"2,433.21",2433.21,,,,
207,0.76,Ideal,5,D,VS1,4,"3,731.38",3731.38,,,,
319,0.76,Ideal,5,J,SI1,3,"3,277.38",3277.38,,,,
370,0.76,Ideal,5,H,VS2,5,"4,185.38",4185.38,,,,
1872,0.76,Ideal,5,F,VS2,5,"4,185.38",4185.38,,,,
2446,0.76,Ideal,5,G,SI2,2,"2,823.38",2823.38,,,,
211,0.76,Premium,4,I,VS2,5,"4,027.28",4027.28,,,,
338,0.76,Premium,4,F,SI1,3,"3,119.28",3119.28,,,,
1681,0.76,Premium,4,E,SI2,2,"2,665.28",2665.28,,,,
1753,0.76,Premium,4,I,VVS1,7,"4,935.28",4935.28,,,,
1870,0.76,Premium,4,E,SI2,2,"2,665.28",2665.28,,,,
1918,0.76,Premium,4,H,SI1,3,"3,119.28",3119.28,,,,
475,0.76,Very Good,3,J,VS1,4,"3,415.18",3415.18,,,,
1253,0.76,Very Good,3,G,VS2,5,"3,869.18",3869.18,,,,
1368,0.76,Very Good,3,H,SI1,3,"2,961.18",2961.18,,,,
1526,0.76,Very Good,3,H,VS2,5,"3,869.18",3869.18,,,,
1762,0.76,Very Good,3,H,SI1,3,"2,961.18",2961.18,,,,
1981,0.76,Very Good,3,I,SI1,3,"2,961.18",2961.18,,,,
2967,0.76,Very Good,3,G,VVS2,6,"4,323.18",4323.18,,,,
695,0.76,Good,2,G,IF,8,"5,073.08",5073.08,,,,
2233,0.76,Good,2,D,VS2,5,"3,711.08",3711.08,,,,
438,0.75,Ideal,5,G,SI2,2,"2,739.25",2739.25,,,,
1068,0.75,Ideal,5,D,SI2,2,"2,739.25",2739.25,,,,
1545,0.75,Ideal,5,E,SI2,2,"2,739.25",2739.25,,,,
1619,0.75,Ideal,5,H,SI1,3,"3,193.25",3193.25,,,,
2849,0.75,Ideal,5,G,SI1,3,"3,193.25",3193.25,,,,
2661,0.75,Premium,4,F,SI1,3,"3,035.15",3035.15,,,,
130,0.75,Very Good,3,F,VS1,4,"3,331.05",3331.05,,,,
1648,0.75,Very Good,3,E,SI1,3,"2,877.05",2877.05,,,,
2822,0.75,Very Good,3,G,SI1,3,"2,877.05",2877.05,,,,
185,0.75,Good,2,E,SI2,2,"2,264.95",2264.95,,,,
188,0.75,Good,2,E,SI1,3,"2,718.95",2718.95,,,,
400,0.75,Fair,1,J,VS1,4,"3,014.85",3014.85,,,,
12,0.74,Ideal,5,G,SI1,3,"3,109.12",3109.12,,,,
205,0.74,Ideal,5,E,VS2,5,"4,017.12",4017.12,,,,
633,0.74,Ideal,5,J,VS1,4,"3,563.12",3563.12,,,,
965,0.74,Ideal,5,E,VS2,5,"4,017.12",4017.12,,,,
1152,0.74,Ideal,5,F,VVS1,7,"4,925.12",4925.12,,,,
1175,0.74,Ideal,5,G,VVS2,6,"4,471.12",4471.12,,,,
1296,0.74,Ideal,5,G,VS2,5,"4,017.12",4017.12,,,,
1824,0.74,Ideal,5,G,SI2,2,"2,655.12",2655.12,,,,
2081,0.74,Ideal,5,F,VS1,4,"3,563.12",3563.12,,,,
2242,0.74,Ideal,5,E,SI2,2,"2,655.12",2655.12,,,,
2575,0.74,Ideal,5,E,SI1,3,"3,109.12",3109.12,,,,
2632,0.74,Ideal,5,E,SI1,3,"3,109.12",3109.12,,,,
1165,0.74,Premium,4,D,SI1,3,"2,951.02",2951.02,,,,
734,0.74,Very Good,3,E,SI2,2,"2,338.92",2338.92,,,,
1174,0.74,Very Good,3,D,VS2,5,"3,700.92",3700.92,,,,
1652,0.74,Very Good,3,D,SI2,2,"2,338.92",2338.92,,,,
1886,0.74,Very Good,3,E,SI2,2,"2,338.92",2338.92,,,,
2413,0.74,Fair,1,G,SI1,3,"2,476.72",2476.72,,,,
29,0.73,Ideal,5,G,SI1,3,"3,024.99",3024.99,,,,
208,0.73,Ideal,5,D,SI2,2,"2,570.99",2570.99,,,,
236,0.73,Ideal,5,E,SI2,2,"2,570.99",2570.99,,,,
265,0.73,Ideal,5,H,SI1,3,"3,024.99",3024.99,,,,
312,0.73,Ideal,5,H,SI1,3,"3,024.99",3024.99,,,,
600,0.73,Ideal,5,D,VS2,5,"3,932.99",3932.99,,,,
701,0.73,Ideal,5,D,VS1,4,"3,478.99",3478.99,,,,
1019,0.73,Ideal,5,E,VVS2,6,"4,386.99",4386.99,,,,
1106,0.73,Ideal,5,G,VS1,4,"3,478.99",3478.99,,,,
1139,0.73,Ideal,5,E,VS2,5,"3,932.99",3932.99,,,,
1163,0.73,Ideal,5,E,SI2,2,"2,570.99",2570.99,,,,
1493,0.73,Ideal,5,E,SI1,3,"3,024.99",3024.99,,,,
1812,0.73,Ideal,5,G,VS1,4,"3,478.99",3478.99,,,,
1864,0.73,Ideal,5,I,VS1,4,"3,478.99",3478.99,,,,
2079,0.73,Ideal,5,I,VS1,4,"3,478.99",3478.99,,,,
2113,0.73,Ideal,5,G,VS2,5,"3,932.99",3932.99,,,,
2224,0.73,Ideal,5,G,SI2,2,"2,570.99",2570.99,,,,
2532,0.73,Ideal,5,G,VS1,4,"3,478.99",3478.99,,,,
2589,0.73,Ideal,5,F,VVS1,7,"4,840.99",4840.99,,,,
2630,0.73,Ideal,5,E,VS1,4,"3,478.99",3478.99,,,,
2764,0.73,Ideal,5,H,VVS2,6,"4,386.99",4386.99,,,,
210,0.73,Premium,4,E,SI1,3,"2,866.89",2866.89,,,,
536,0.73,Premium,4,G,VVS2,6,"4,228.89",4228.89,,,,
1836,0.73,Premium,4,E,SI1,3,"2,866.89",2866.89,,,,
1924,0.73,Premium,4,E,VS2,5,"3,774.89",3774.89,,,,
2115,0.73,Premium,4,E,SI2,2,"2,412.89",2412.89,,,,
2945,0.73,Premium,4,F,SI1,3,"2,866.89",2866.89,,,,
1451,0.73,Very Good,3,G,SI1,3,"2,708.79",2708.79,,,,
1639,0.73,Very Good,3,G,SI2,2,"2,254.79",2254.79,,,,
1729,0.73,Very Good,3,H,VS1,4,"3,162.79",3162.79,,,,
2468,0.73,Very Good,3,E,SI2,2,"2,254.79",2254.79,,,,
2533,0.73,Very Good,3,J,VS2,5,"3,616.79",3616.79,,,,
19,0.72,Ideal,5,G,VS2,5,"3,848.86",3848.86,,,,
285,0.72,Ideal,5,J,VVS1,7,"4,756.86",4756.86,,,,
336,0.72,Ideal,5,E,SI2,2,"2,486.86",2486.86,,,,
627,0.72,Ideal,5,G,VS2,5,"3,848.86",3848.86,,,,
825,0.72,Ideal,5,F,VS2,5,"3,848.86",3848.86,,,,
931,0.72,Ideal,5,G,SI2,2,"2,486.86",2486.86,,,,
1327,0.72,Ideal,5,H,VS1,4,"3,394.86",3394.86,,,,
1484,0.72,Ideal,5,H,VVS1,7,"4,756.86",4756.86,,,,
1676,0.72,Ideal,5,F,SI2,2,"2,486.86",2486.86,,,,
1745,0.72,Ideal,5,F,VVS2,6,"4,302.86",4302.86,,,,
1980,0.72,Ideal,5,G,VS2,5,"3,848.86",3848.86,,,,
2116,0.72,Ideal,5,H,VVS2,6,"4,302.86",4302.86,,,,
2352,0.72,Ideal,5,H,SI2,2,"2,486.86",2486.86,,,,
2357,0.72,Ideal,5,I,VS1,4,"3,394.86",3394.86,,,,
2664,0.72,Ideal,5,E,VS2,5,"3,848.86",3848.86,,,,
2932,0.72,Ideal,5,H,VS1,4,"3,394.86",3394.86,,,,
2996,0.72,Ideal,5,F,SI2,2,"2,486.86",2486.86,,,,
149,0.72,Premium,4,D,SI1,3,"2,782.76",2782.76,,,,
490,0.72,Premium,4,E,SI1,3,"2,782.76",2782.76,,,,
909,0.72,Premium,4,H,SI1,3,"2,782.76",2782.76,,,,
989,0.72,Premium,4,I,SI1,3,"2,782.76",2782.76,,,,
1322,0.72,Premium,4,J,I1,1,"1,874.76",1874.76,,,,
1589,0.72,Premium,4,F,SI1,3,"2,782.76",2782.76,,,,
1598,0.72,Premium,4,D,SI2,2,"2,328.76",2328.76,,,,
2612,0.72,Premium,4,H,VS2,5,"3,690.76",3690.76,,,,
302,0.72,Very Good,3,E,SI1,3,"2,624.66",2624.66,,,,
922,0.72,Very Good,3,D,VS2,5,"3,532.66",3532.66,,,,
1015,0.72,Very Good,3,J,SI1,3,"2,624.66",2624.66,,,,
1209,0.72,Very Good,3,F,VVS1,7,"4,440.66",4440.66,,,,
1226,0.72,Very Good,3,H,VS1,4,"3,078.66",3078.66,,,,
1499,0.72,Very Good,3,E,SI1,3,"2,624.66",2624.66,,,,
1852,0.72,Very Good,3,G,VS1,4,"3,078.66",3078.66,,,,
1923,0.72,Very Good,3,E,VS2,5,"3,532.66",3532.66,,,,
1934,0.72,Very Good,3,E,SI1,3,"2,624.66",2624.66,,,,
2055,0.72,Very Good,3,E,SI1,3,"2,624.66",2624.66,,,,
2470,0.72,Very Good,3,E,VVS2,6,"3,986.66",3986.66,,,,
2672,0.72,Very Good,3,J,VS1,4,"3,078.66",3078.66,,,,
2781,0.72,Very Good,3,E,SI2,2,"2,170.66",2170.66,,,,
80,0.72,Good,2,D,VS1,4,"2,920.56",2920.56,,,,
530,0.72,Good,2,G,VS2,5,"3,374.56",3374.56,,,,
1680,0.72,Good,2,F,VS2,5,"3,374.56",3374.56,,,,
1370,0.72,Fair,1,H,SI2,2,"1,854.46",1854.46,,,,
50,0.71,Ideal,5,E,VS1,4,"3,310.73",3310.73,,,,
72,0.71,Ideal,5,G,SI1,3,"2,856.73",2856.73,,,,
465,0.71,Ideal,5,F,SI1,3,"2,856.73",2856.73,,,,
480,0.71,Ideal,5,I,SI1,3,"2,856.73",2856.73,,,,
529,0.71,Ideal,5,F,VS1,4,"3,310.73",3310.73,,,,
882,0.71,Ideal,5,F,SI2,2,"2,402.73",2402.73,,,,
1016,0.71,Ideal,5,D,SI1,3,"2,856.73",2856.73,,,,
1173,0.71,Ideal,5,I,IF,8,"5,126.73",5126.73,,,,
1413,0.71,Ideal,5,F,VS1,4,"3,310.73",3310.73,,,,
1726,0.71,Ideal,5,D,VS1,4,"3,310.73",3310.73,,,,
1752,0.71,Ideal,5,F,SI2,2,"2,402.73",2402.73,,,,
1759,0.71,Ideal,5,D,VS2,5,"3,764.73",3764.73,,,,
2133,0.71,Ideal,5,F,VVS1,7,"4,672.73",4672.73,,,,
2294,0.71,Ideal,5,F,SI1,3,"2,856.73",2856.73,,,,
2324,0.71,Ideal,5,E,VVS2,6,"4,218.73",4218.73,,,,
2368,0.71,Ideal,5,G,VS1,4,"3,310.73",3310.73,,,,
2611,0.71,Ideal,5,D,SI2,2,"2,402.73",2402.73,,,,
2729,0.71,Ideal,5,F,VS1,4,"3,310.73",3310.73,,,,
2769,0.71,Ideal,5,G,IF,8,"5,126.73",5126.73,,,,
2837,0.71,Ideal,5,D,SI2,2,"2,402.73",2402.73,,,,
60,0.71,Premium,4,J,SI1,3,"2,698.63",2698.63,,,,
165,0.71,Premium,4,E,SI1,3,"2,698.63",2698.63,,,,
320,0.71,Premium,4,E,VS2,5,"3,606.63",3606.63,,,,
419,0.71,Premium,4,E,VS2,5,"3,606.63",3606.63,,,,
420,0.71,Premium,4,E,VS1,4,"3,152.63",3152.63,,,,
520,0.71,Premium,4,G,SI1,3,"2,698.63",2698.63,,,,
637,0.71,Premium,4,F,IF,8,"4,968.63",4968.63,,,,
779,0.71,Premium,4,I,VVS1,7,"4,514.63",4514.63,,,,
819,0.71,Premium,4,G,SI2,2,"2,244.63",2244.63,,,,
959,0.71,Premium,4,G,VS2,5,"3,606.63",3606.63,,,,
1042,0.71,Premium,4,J,VVS2,6,"4,060.63",4060.63,,,,
1352,0.71,Premium,4,E,SI1,3,"2,698.63",2698.63,,,,
1403,0.71,Premium,4,H,SI2,2,"2,244.63",2244.63,,,,
1932,0.71,Premium,4,D,VS2,5,"3,606.63",3606.63,,,,
1940,0.71,Premium,4,I,VVS1,7,"4,514.63",4514.63,,,,
2163,0.71,Premium,4,E,SI2,2,"2,244.63",2244.63,,,,
2186,0.71,Premium,4,F,SI1,3,"2,698.63",2698.63,,,,
2339,0.71,Premium,4,F,SI1,3,"2,698.63",2698.63,,,,
2381,0.71,Premium,4,D,VS2,5,"3,606.63",3606.63,,,,
2495,0.71,Premium,4,D,SI2,2,"2,244.63",2244.63,,,,
2750,0.71,Premium,4,F,SI1,3,"2,698.63",2698.63,,,,
2771,0.71,Premium,4,F,SI1,3,"2,698.63",2698.63,,,,
3,0.71,Very Good,3,I,VS2,5,"3,448.53",3448.53,,,,
28,0.71,Very Good,3,F,SI1,3,"2,540.53",2540.53,,,,
702,0.71,Very Good,3,D,VS1,4,"2,994.53",2994.53,,,,
839,0.71,Very Good,3,E,VS2,5,"3,448.53",3448.53,,,,
917,0.71,Very Good,3,G,VS2,5,"3,448.53",3448.53,,,,
925,0.71,Very Good,3,G,SI2,2,"2,086.53",2086.53,,,,
962,0.71,Very Good,3,G,SI1,3,"2,540.53",2540.53,,,,
990,0.71,Very Good,3,G,VS2,5,"3,448.53",3448.53,,,,
1007,0.71,Very Good,3,F,VS2,5,"3,448.53",3448.53,,,,
1075,0.71,Very Good,3,E,VS2,5,"3,448.53",3448.53,,,,
1143,0.71,Very Good,3,H,SI1,3,"2,540.53",2540.53,,,,
1344,0.71,Very Good,3,H,VVS1,7,"4,356.53",4356.53,,,,
1717,0.71,Very Good,3,H,VVS2,6,"3,902.53",3902.53,,,,
1929,0.71,Very Good,3,F,VS2,5,"3,448.53",3448.53,,,,
2024,0.71,Very Good,3,D,VS2,5,"3,448.53",3448.53,,,,
2094,0.71,Very Good,3,G,VVS2,6,"3,902.53",3902.53,,,,
2109,0.71,Very Good,3,I,VS1,4,"2,994.53",2994.53,,,,
2139,0.71,Very Good,3,E,VS2,5,"3,448.53",3448.53,,,,
2361,0.71,Very Good,3,J,SI1,3,"2,540.53",2540.53,,,,
2585,0.71,Very Good,3,H,VS2,5,"3,448.53",3448.53,,,,
708,0.71,Good,2,F,SI1,3,"2,382.43",2382.43,,,,
1049,0.71,Good,2,I,SI1,3,"2,382.43",2382.43,,,,
1642,0.71,Good,2,H,SI1,3,"2,382.43",2382.43,,,,
1697,0.71,Good,2,I,VVS2,6,"3,744.43",3744.43,,,,
2376,0.71,Good,2,D,VS1,4,"2,836.43",2836.43,,,,
2800,0.71,Good,2,E,SI2,2,"1,928.43",1928.43,,,,
2883,0.71,Good,2,H,SI1,3,"2,382.43",2382.43,,,,
1353,0.71,Fair,1,D,VS2,5,"3,132.33",3132.33,,,,
1537,0.71,Fair,1,D,VS2,5,"3,132.33",3132.33,,,,
271,0.7,Ideal,5,G,VVS2,6,"4,134.60",4134.6,,,,
417,0.7,Ideal,5,F,VS2,5,"3,680.60",3680.6,,,,
533,0.7,Ideal,5,F,SI1,3,"2,772.60",2772.6,,,,
700,0.7,Ideal,5,H,VS1,4,"3,226.60",3226.6,,,,
761,0.7,Ideal,5,E,VS1,4,"3,226.60",3226.6,,,,
794,0.7,Ideal,5,D,SI1,3,"2,772.60",2772.6,,,,
800,0.7,Ideal,5,E,VS2,5,"3,680.60",3680.6,,,,
1003,0.7,Ideal,5,G,VS2,5,"3,680.60",3680.6,,,,
1151,0.7,Ideal,5,H,SI1,3,"2,772.60",2772.6,,,,
1157,0.7,Ideal,5,F,VS2,5,"3,680.60",3680.6,,,,
1287,0.7,Ideal,5,F,SI1,3,"2,772.60",2772.6,,,,
1618,0.7,Ideal,5,E,VS2,5,"3,680.60",3680.6,,,,
1657,0.7,Ideal,5,G,VS1,4,"3,226.60",3226.6,,,,
1721,0.7,Ideal,5,H,VVS2,6,"4,134.60",4134.6,,,,
1946,0.7,Ideal,5,E,VS1,4,"3,226.60",3226.6,,,,
1985,0.7,Ideal,5,F,SI1,3,"2,772.60",2772.6,,,,
2092,0.7,Ideal,5,F,SI1,3,"2,772.60",2772.6,,,,
2149,0.7,Ideal,5,E,VS1,4,"3,226.60",3226.6,,,,
2154,0.7,Ideal,5,F,VS2,5,"3,680.60",3680.6,,,,
2191,0.7,Ideal,5,E,SI1,3,"2,772.60",2772.6,,,,
2351,0.7,Ideal,5,F,SI1,3,"2,772.60",2772.6,,,,
2491,0.7,Ideal,5,H,VVS2,6,"4,134.60",4134.6,,,,
